日時,日付,時刻,始値,高値,安値,終値,出来高
2026-02-09 08:46:00,2026-02-09,08:46:00,5033.85,5038.68,5033.85,5035.44,84.4147
2026-02-09 08:47:00,2026-02-09,08:47:00,5035.11,5037.41,5034.12,5036.66,23.3030
2026-02-09 08:48:00,2026-02-09,08:48:00,5036.63,5040.10,5036.19,5039.99,49.7927
2026-02-09 08:49:00,2026-02-09,08:49:00,5039.69,5047.24,5039.65,5045.61,410.3725
2026-02-09 08:50:00,2026-02-09,08:50:00,5045.66,5045.66,5036.50,5037.66,109.7880
2026-02-09 08:51:00,2026-02-09,08:51:00,5037.66,5042.17,5037.66,5041.19,46.0432
2026-02-09 08:52:00,2026-02-09,08:52:00,5042.19,5043.25,5037.77,5038.56,204.1658
2026-02-09 08:53:00,2026-02-09,08:53:00,5038.60,5042.21,5037.36,5040.70,34.2127
2026-02-09 08:54:00,2026-02-09,08:54:00,5040.23,5041.70,5038.80,5041.40,64.2047
2026-02-09 08:55:00,2026-02-09,08:55:00,5040.79,5042.00,5040.00,5041.53,118.5415
2026-02-09 08:56:00,2026-02-09,08:56:00,5041.55,5044.66,5041.54,5043.73,172.5542
2026-02-09 08:57:00,2026-02-09,08:57:00,5043.73,5046.91,5042.30,5042.46,135.3793
2026-02-09 08:58:00,2026-02-09,08:58:00,5042.57,5042.57,5039.27,5040.61,276.8373
2026-02-09 08:59:00,2026-02-09,08:59:00,5039.43,5039.45,5033.97,5036.48,146.3516
2026-02-09 09:00:00,2026-02-09,09:00:00,5036.48,5037.34,5027.69,5028.22,278.2407
2026-02-09 09:01:00,2026-02-09,09:01:00,5028.26,5035.27,5028.26,5034.32,73.6568
2026-02-09 09:02:00,2026-02-09,09:02:00,5034.32,5034.65,5031.28,5034.35,20.5745
2026-02-09 09:03:00,2026-02-09,09:03:00,5034.72,5035.73,5030.48,5030.50,126.9236
2026-02-09 09:04:00,2026-02-09,09:04:00,5029.97,5030.81,5025.53,5028.47,110.2278
2026-02-09 09:05:00,2026-02-09,09:05:00,5028.44,5035.58,5025.98,5035.58,175.4245
2026-02-09 09:06:00,2026-02-09,09:06:00,5036.51,5036.51,5030.59,5033.25,132.6030
2026-02-09 09:07:00,2026-02-09,09:07:00,5033.47,5043.13,5033.47,5040.76,163.9645
2026-02-09 09:08:00,2026-02-09,09:08:00,5040.76,5044.65,5040.11,5043.73,105.9062
2026-02-09 09:09:00,2026-02-09,09:09:00,5043.70,5044.99,5036.12,5036.98,143.7332
2026-02-09 09:10:00,2026-02-09,09:10:00,5036.90,5036.90,5032.03,5036.02,177.0111
2026-02-09 09:11:00,2026-02-09,09:11:00,5036.19,5036.19,5029.29,5030.30,112.8516
2026-02-09 09:12:00,2026-02-09,09:12:00,5030.30,5034.87,5028.10,5034.14,163.7668
2026-02-09 09:13:00,2026-02-09,09:13:00,5034.14,5034.53,5029.04,5033.07,148.4262
2026-02-09 09:14:00,2026-02-09,09:14:00,5031.68,5032.74,5029.45,5029.46,63.5443
2026-02-09 09:15:00,2026-02-09,09:15:00,5029.46,5030.08,5023.33,5027.48,222.2124
2026-02-09 09:16:00,2026-02-09,09:16:00,5030.51,5039.56,5030.46,5039.56,156.8918
2026-02-09 09:17:00,2026-02-09,09:17:00,5040.33,5041.33,5037.04,5040.32,244.8262
2026-02-09 09:18:00,2026-02-09,09:18:00,5040.76,5040.77,5037.26,5040.22,134.8902
2026-02-09 09:19:00,2026-02-09,09:19:00,5040.22,5041.97,5031.98,5036.40,351.8995
2026-02-09 09:20:00,2026-02-09,09:20:00,5036.36,5038.17,5033.67,5034.71,63.1774
2026-02-09 09:21:00,2026-02-09,09:21:00,5034.61,5035.68,5032.65,5033.44,24.6957
2026-02-09 09:22:00,2026-02-09,09:22:00,5033.52,5037.43,5030.33,5030.33,49.7733
2026-02-09 09:23:00,2026-02-09,09:23:00,5030.13,5032.74,5028.52,5030.92,162.9812
2026-02-09 09:24:00,2026-02-09,09:24:00,5031.94,5036.83,5029.90,5035.42,45.0145
2026-02-09 09:25:00,2026-02-09,09:25:00,5035.00,5035.53,5030.94,5031.21,118.3908
2026-02-09 09:26:00,2026-02-09,09:26:00,5030.96,5031.03,5028.28,5029.58,67.9669
2026-02-09 09:27:00,2026-02-09,09:27:00,5030.34,5030.55,5028.56,5030.21,7.4610
2026-02-09 09:28:00,2026-02-09,09:28:00,5030.18,5030.18,5026.10,5027.99,162.1637
2026-02-09 09:29:00,2026-02-09,09:29:00,5028.04,5033.89,5028.02,5031.32,74.1578
2026-02-09 09:30:00,2026-02-09,09:30:00,5033.42,5035.00,5031.98,5031.99,62.8884
2026-02-09 09:31:00,2026-02-09,09:31:00,5032.25,5034.82,5030.75,5031.98,20.8358
2026-02-09 09:32:00,2026-02-09,09:32:00,5031.98,5032.15,5030.19,5031.06,46.5633
2026-02-09 09:33:00,2026-02-09,09:33:00,5031.89,5036.43,5031.88,5036.43,43.3370
2026-02-09 09:34:00,2026-02-09,09:34:00,5036.25,5036.98,5031.95,5033.44,73.4700
2026-02-09 09:35:00,2026-02-09,09:35:00,5033.44,5034.51,5031.48,5032.46,44.7649
2026-02-09 09:36:00,2026-02-09,09:36:00,5032.46,5033.14,5030.00,5032.60,36.6819
2026-02-09 09:37:00,2026-02-09,09:37:00,5032.59,5032.59,5030.19,5030.54,98.5214
2026-02-09 09:38:00,2026-02-09,09:38:00,5030.33,5030.61,5026.39,5029.76,64.2594
2026-02-09 09:39:00,2026-02-09,09:39:00,5029.76,5029.76,5027.65,5028.65,38.6440
2026-02-09 09:40:00,2026-02-09,09:40:00,5030.09,5032.12,5027.25,5027.31,64.6656
2026-02-09 09:41:00,2026-02-09,09:41:00,5027.29,5027.29,5020.91,5023.38,145.3898
2026-02-09 09:42:00,2026-02-09,09:42:00,5023.13,5023.38,5016.39,5019.80,179.3843
2026-02-09 09:43:00,2026-02-09,09:43:00,5020.23,5024.82,5020.19,5022.70,111.5454
2026-02-09 09:44:00,2026-02-09,09:44:00,5022.71,5028.16,5022.71,5027.58,19.2630
2026-02-09 09:45:00,2026-02-09,09:45:00,5027.58,5028.20,5022.61,5022.61,91.0585
2026-02-09 09:46:00,2026-02-09,09:46:00,5022.50,5023.04,5018.00,5018.56,56.0379
2026-02-09 09:47:00,2026-02-09,09:47:00,5018.47,5020.59,5018.47,5018.81,138.5494
2026-02-09 09:48:00,2026-02-09,09:48:00,5018.81,5019.35,5011.95,5014.30,348.3868
2026-02-09 09:49:00,2026-02-09,09:49:00,5013.58,5016.14,5012.02,5013.85,92.1054
2026-02-09 09:50:00,2026-02-09,09:50:00,5014.33,5017.27,5014.33,5016.98,41.2644
2026-02-09 09:51:00,2026-02-09,09:51:00,5017.19,5022.49,5017.19,5022.46,75.4915
2026-02-09 09:52:00,2026-02-09,09:52:00,5022.20,5022.89,5021.34,5022.04,118.0630
2026-02-09 09:53:00,2026-02-09,09:53:00,5022.04,5022.04,5018.48,5018.49,56.6969
2026-02-09 09:54:00,2026-02-09,09:54:00,5018.78,5022.44,5018.78,5020.61,115.6762
2026-02-09 09:55:00,2026-02-09,09:55:00,5020.68,5026.37,5020.68,5026.01,47.1363
2026-02-09 09:56:00,2026-02-09,09:56:00,5026.19,5026.98,5023.02,5023.25,45.1875
2026-02-09 09:57:00,2026-02-09,09:57:00,5023.00,5025.66,5023.00,5023.00,4.4719
2026-02-09 09:58:00,2026-02-09,09:58:00,5023.00,5023.75,5021.07,5021.59,50.0591
2026-02-09 09:59:00,2026-02-09,09:59:00,5021.00,5021.46,5017.96,5020.00,41.7680
2026-02-09 10:00:00,2026-02-09,10:00:00,5020.00,5029.57,5017.95,5025.53,60.4365
2026-02-09 10:01:00,2026-02-09,10:01:00,5026.00,5033.69,5025.60,5033.69,236.5945
2026-02-09 10:02:00,2026-02-09,10:02:00,5035.01,5039.66,5031.07,5038.66,216.7830
2026-02-09 10:03:00,2026-02-09,10:03:00,5038.66,5041.96,5035.34,5035.34,66.4961
2026-02-09 10:04:00,2026-02-09,10:04:00,5033.66,5036.43,5024.16,5028.56,164.5226
2026-02-09 10:05:00,2026-02-09,10:05:00,5026.65,5026.67,5014.47,5014.47,293.0245
2026-02-09 10:06:00,2026-02-09,10:06:00,5014.26,5022.24,5014.26,5018.16,147.9498
2026-02-09 10:07:00,2026-02-09,10:07:00,5018.11,5018.11,5006.43,5012.39,238.3896
2026-02-09 10:08:00,2026-02-09,10:08:00,5012.63,5020.67,5009.45,5020.67,88.6683
2026-02-09 10:09:00,2026-02-09,10:09:00,5020.62,5021.43,5015.51,5015.73,63.8428
2026-02-09 10:10:00,2026-02-09,10:10:00,5015.35,5017.20,5010.62,5014.52,52.0302
2026-02-09 10:11:00,2026-02-09,10:11:00,5014.48,5015.62,5008.33,5010.50,103.0357
2026-02-09 10:12:00,2026-02-09,10:12:00,5008.31,5013.91,5008.31,5011.76,136.9342
2026-02-09 10:13:00,2026-02-09,10:13:00,5011.76,5019.35,5011.26,5019.34,49.0474
2026-02-09 10:14:00,2026-02-09,10:14:00,5019.60,5020.79,5015.28,5019.24,72.6990
2026-02-09 10:15:00,2026-02-09,10:15:00,5019.24,5022.48,5016.29,5021.13,45.6780
2026-02-09 10:16:00,2026-02-09,10:16:00,5020.70,5021.78,5011.97,5011.97,63.9918
2026-02-09 10:17:00,2026-02-09,10:17:00,5012.48,5026.73,5012.47,5025.89,98.2159
2026-02-09 10:18:00,2026-02-09,10:18:00,5025.89,5029.49,5025.89,5027.45,93.4990
2026-02-09 10:19:00,2026-02-09,10:19:00,5027.90,5031.91,5027.41,5029.99,100.7576
2026-02-09 10:20:00,2026-02-09,10:20:00,5030.11,5030.11,5023.07,5023.07,27.7503
2026-02-09 10:21:00,2026-02-09,10:21:00,5023.03,5026.32,5019.72,5026.28,89.7890
2026-02-09 10:22:00,2026-02-09,10:22:00,5026.36,5027.95,5023.31,5024.13,72.8148
2026-02-09 10:23:00,2026-02-09,10:23:00,5025.08,5025.60,5021.20,5021.78,56.7276
2026-02-09 10:24:00,2026-02-09,10:24:00,5021.78,5022.76,5019.29,5021.60,43.4598
2026-02-09 10:25:00,2026-02-09,10:25:00,5020.92,5020.95,5013.90,5015.73,65.1573
2026-02-09 10:26:00,2026-02-09,10:26:00,5015.73,5018.21,5014.71,5015.63,59.8743
2026-02-09 10:27:00,2026-02-09,10:27:00,5015.62,5019.41,5014.80,5018.84,37.5475
2026-02-09 10:28:00,2026-02-09,10:28:00,5018.72,5018.74,5013.00,5013.00,70.5866
2026-02-09 10:29:00,2026-02-09,10:29:00,5013.00,5018.28,5010.11,5018.28,117.1133
2026-02-09 10:30:00,2026-02-09,10:30:00,5017.20,5022.33,5017.16,5021.78,85.1764
2026-02-09 10:31:00,2026-02-09,10:31:00,5021.78,5022.16,5014.70,5014.81,39.3580
2026-02-09 10:32:00,2026-02-09,10:32:00,5014.81,5016.58,4997.78,4998.79,441.9531
2026-02-09 10:33:00,2026-02-09,10:33:00,4999.33,5008.62,4999.33,5006.00,97.4601
2026-02-09 10:34:00,2026-02-09,10:34:00,5005.72,5006.11,5002.73,5003.21,61.9790
2026-02-09 10:35:00,2026-02-09,10:35:00,5003.21,5003.21,4994.08,4998.87,99.7584
2026-02-09 10:36:00,2026-02-09,10:36:00,4998.61,4998.63,4981.66,4987.29,683.6999
2026-02-09 10:37:00,2026-02-09,10:37:00,4987.25,4988.08,4981.18,4983.28,204.4024
2026-02-09 10:38:00,2026-02-09,10:38:00,4983.49,4988.11,4975.73,4987.65,790.7372
2026-02-09 10:39:00,2026-02-09,10:39:00,4987.65,4988.75,4981.78,4983.13,100.0584
2026-02-09 10:40:00,2026-02-09,10:40:00,4983.34,4992.01,4983.18,4990.34,98.1773
2026-02-09 10:41:00,2026-02-09,10:41:00,4992.38,4998.26,4992.38,4997.04,377.4747
2026-02-09 10:42:00,2026-02-09,10:42:00,4997.05,4999.98,4995.44,4997.96,37.4105
2026-02-09 10:43:00,2026-02-09,10:43:00,4997.22,5002.63,4997.18,5002.62,154.3866
2026-02-09 10:44:00,2026-02-09,10:44:00,5003.22,5010.04,5001.54,5010.00,228.0712
2026-02-09 10:45:00,2026-02-09,10:45:00,5010.18,5012.49,5006.89,5008.11,123.2354
2026-02-09 10:46:00,2026-02-09,10:46:00,5008.11,5008.11,4995.28,4998.21,147.6169
2026-02-09 10:47:00,2026-02-09,10:47:00,4997.07,4999.30,4992.05,4997.25,343.3521
2026-02-09 10:48:00,2026-02-09,10:48:00,4997.33,4999.41,4994.91,4997.33,209.4649
2026-02-09 10:49:00,2026-02-09,10:49:00,4996.76,4999.34,4994.76,4997.70,175.5253
2026-02-09 10:50:00,2026-02-09,10:50:00,4998.03,4998.14,4994.14,4996.17,29.0921
2026-02-09 10:51:00,2026-02-09,10:51:00,4996.98,4997.94,4994.87,4997.62,14.0917
2026-02-09 10:52:00,2026-02-09,10:52:00,4997.62,4998.83,4995.46,4998.33,37.7889
2026-02-09 10:53:00,2026-02-09,10:53:00,4998.33,5000.44,4995.31,4995.32,38.8930
2026-02-09 10:54:00,2026-02-09,10:54:00,4995.32,4996.59,4990.21,4993.30,290.0120
2026-02-09 10:55:00,2026-02-09,10:55:00,4993.45,4994.05,4988.16,4991.63,129.5337
2026-02-09 10:56:00,2026-02-09,10:56:00,4991.63,5001.99,4991.63,4999.24,67.8542
2026-02-09 10:57:00,2026-02-09,10:57:00,4999.23,4999.27,4988.63,4988.74,64.9423
2026-02-09 10:58:00,2026-02-09,10:58:00,4988.74,4990.42,4981.10,4982.06,138.7441
2026-02-09 10:59:00,2026-02-09,10:59:00,4982.06,4986.07,4980.75,4982.99,111.3090
2026-02-09 11:00:00,2026-02-09,11:00:00,4983.02,4983.02,4970.93,4979.46,1066.6439
2026-02-09 11:01:00,2026-02-09,11:01:00,4979.52,4983.80,4978.42,4981.47,817.4927
2026-02-09 11:02:00,2026-02-09,11:02:00,4981.50,4981.53,4971.99,4973.88,880.3595
2026-02-09 11:03:00,2026-02-09,11:03:00,4973.35,4975.24,4968.82,4972.53,611.3532
2026-02-09 11:04:00,2026-02-09,11:04:00,4972.87,4978.16,4972.87,4976.13,124.7567
2026-02-09 11:05:00,2026-02-09,11:05:00,4976.68,4981.45,4976.05,4978.88,97.6312
2026-02-09 11:06:00,2026-02-09,11:06:00,4978.40,4984.87,4978.40,4984.26,77.1786
2026-02-09 11:07:00,2026-02-09,11:07:00,4984.26,4989.00,4984.19,4989.00,368.7924
2026-02-09 11:08:00,2026-02-09,11:08:00,4988.99,4988.99,4984.43,4985.37,48.0226
2026-02-09 11:09:00,2026-02-09,11:09:00,4985.87,4990.53,4983.43,4990.32,94.3899
2026-02-09 11:10:00,2026-02-09,11:10:00,4990.28,4993.34,4989.31,4993.34,379.4138
2026-02-09 11:11:00,2026-02-09,11:11:00,4993.40,4997.40,4992.60,4995.11,120.6131
2026-02-09 11:12:00,2026-02-09,11:12:00,4995.11,4995.73,4991.90,4994.26,46.0254
2026-02-09 11:13:00,2026-02-09,11:13:00,4994.49,4994.49,4990.84,4991.32,112.8041
2026-02-09 11:14:00,2026-02-09,11:14:00,4991.33,4999.68,4991.33,4997.90,136.3684
2026-02-09 11:15:00,2026-02-09,11:15:00,4997.51,4997.54,4995.97,4996.19,13.8581
2026-02-09 11:16:00,2026-02-09,11:16:00,4996.39,4997.11,4995.22,4996.25,88.9869
2026-02-09 11:17:00,2026-02-09,11:17:00,4996.31,4996.32,4991.21,4991.63,75.9102
2026-02-09 11:18:00,2026-02-09,11:18:00,4991.63,4991.63,4989.38,4989.55,150.4745
2026-02-09 11:19:00,2026-02-09,11:19:00,4989.55,4994.04,4989.49,4992.87,94.7933
2026-02-09 11:20:00,2026-02-09,11:20:00,4992.87,4996.30,4992.87,4995.99,282.1702
2026-02-09 11:21:00,2026-02-09,11:21:00,4996.02,5000.26,4994.78,4995.30,132.0756
2026-02-09 11:22:00,2026-02-09,11:22:00,4995.36,4995.36,4992.37,4992.37,22.6264
2026-02-09 11:23:00,2026-02-09,11:23:00,4992.37,4998.60,4992.04,4996.99,87.5199
2026-02-09 11:24:00,2026-02-09,11:24:00,4997.23,4999.52,4997.23,4998.25,34.8618
2026-02-09 11:25:00,2026-02-09,11:25:00,4998.25,4998.33,4995.22,4996.86,52.9365
2026-02-09 11:26:00,2026-02-09,11:26:00,4999.02,5001.91,4998.95,5001.63,117.3940
2026-02-09 11:27:00,2026-02-09,11:27:00,5001.46,5001.98,5000.04,5000.41,43.3368
2026-02-09 11:28:00,2026-02-09,11:28:00,5000.04,5000.88,4999.46,4999.56,128.8551
2026-02-09 11:29:00,2026-02-09,11:29:00,4999.44,5001.50,4997.61,5001.30,40.6742
2026-02-09 11:30:00,2026-02-09,11:30:00,5001.49,5001.50,4992.33,4994.74,135.9994
2026-02-09 11:31:00,2026-02-09,11:31:00,4994.77,4999.52,4994.53,4998.20,29.1753
2026-02-09 11:32:00,2026-02-09,11:32:00,4998.18,5005.06,4998.18,5003.51,129.3798
2026-02-09 11:33:00,2026-02-09,11:33:00,5003.51,5005.89,5003.22,5005.10,79.3333
2026-02-09 11:34:00,2026-02-09,11:34:00,5005.05,5006.55,5002.99,5004.91,63.1196
2026-02-09 11:35:00,2026-02-09,11:35:00,5005.13,5005.13,5001.55,5001.98,62.4019
2026-02-09 11:36:00,2026-02-09,11:36:00,5001.60,5002.53,5000.03,5000.47,32.4615
2026-02-09 11:37:00,2026-02-09,11:37:00,5000.82,5001.99,5000.23,5000.36,10.9871
2026-02-09 11:38:00,2026-02-09,11:38:00,5000.36,5001.39,4997.40,4998.69,154.8916
2026-02-09 11:39:00,2026-02-09,11:39:00,4998.66,5000.51,4998.38,5000.19,7.3130
2026-02-09 11:40:00,2026-02-09,11:40:00,5000.19,5000.19,4988.81,4991.81,703.5061
2026-02-09 11:41:00,2026-02-09,11:41:00,4990.37,4995.87,4990.37,4991.98,44.6166
2026-02-09 11:42:00,2026-02-09,11:42:00,4991.98,4996.68,4990.00,4996.17,26.1285
2026-02-09 11:43:00,2026-02-09,11:43:00,4996.00,4997.26,4991.88,4994.57,28.0511
2026-02-09 11:44:00,2026-02-09,11:44:00,4994.57,4999.27,4994.57,4995.94,79.2811
2026-02-09 11:45:00,2026-02-09,11:45:00,4995.94,4997.92,4995.94,4996.20,13.0613
2026-02-09 11:46:00,2026-02-09,11:46:00,4996.20,4996.20,4990.19,4993.50,80.4178
2026-02-09 11:47:00,2026-02-09,11:47:00,4993.41,4993.48,4986.22,4986.50,115.6182
2026-02-09 11:48:00,2026-02-09,11:48:00,4987.55,4995.79,4987.55,4995.22,368.9167
2026-02-09 11:49:00,2026-02-09,11:49:00,4995.22,4997.22,4993.95,4996.85,71.1141
2026-02-09 11:50:00,2026-02-09,11:50:00,4997.04,5003.35,4996.92,5002.56,130.6782
2026-02-09 11:51:00,2026-02-09,11:51:00,5002.64,5010.81,5000.83,5008.73,269.9597
2026-02-09 11:52:00,2026-02-09,11:52:00,5008.93,5012.18,5008.90,5011.93,127.3207
2026-02-09 11:53:00,2026-02-09,11:53:00,5011.00,5012.49,5009.83,5012.47,75.1432
2026-02-09 11:54:00,2026-02-09,11:54:00,5011.04,5012.99,5010.74,5011.84,10.0807
2026-02-09 11:55:00,2026-02-09,11:55:00,5011.85,5011.85,5007.31,5008.64,20.8813
2026-02-09 11:56:00,2026-02-09,11:56:00,5009.14,5017.71,5009.13,5010.21,205.0339
2026-02-09 11:57:00,2026-02-09,11:57:00,5010.37,5010.65,5004.81,5004.85,175.3567
2026-02-09 11:58:00,2026-02-09,11:58:00,5004.85,5008.10,5004.85,5006.48,40.6050
2026-02-09 11:59:00,2026-02-09,11:59:00,5007.13,5007.92,5005.59,5007.43,25.4789
2026-02-09 12:00:00,2026-02-09,12:00:00,5007.43,5010.53,5006.10,5009.90,28.4302
2026-02-09 12:01:00,2026-02-09,12:01:00,5009.86,5014.32,5009.86,5012.45,63.6493
2026-02-09 12:02:00,2026-02-09,12:02:00,5012.45,5014.88,5010.86,5014.88,32.3986
2026-02-09 12:03:00,2026-02-09,12:03:00,5014.93,5019.00,5014.93,5018.99,139.4678
2026-02-09 12:04:00,2026-02-09,12:04:00,5019.00,5019.03,5016.42,5016.42,70.1652
2026-02-09 12:05:00,2026-02-09,12:05:00,5016.42,5021.11,5016.35,5017.66,110.8719
2026-02-09 12:06:00,2026-02-09,12:06:00,5017.66,5018.03,5015.45,5015.92,137.7470
2026-02-09 12:07:00,2026-02-09,12:07:00,5015.91,5018.92,5015.24,5018.28,94.1669
2026-02-09 12:08:00,2026-02-09,12:08:00,5018.63,5018.96,5016.94,5017.85,13.9790
2026-02-09 12:09:00,2026-02-09,12:09:00,5017.85,5019.20,5015.60,5019.16,26.8280
2026-02-09 12:10:00,2026-02-09,12:10:00,5018.97,5021.22,5018.71,5020.76,89.4606
2026-02-09 12:11:00,2026-02-09,12:11:00,5020.79,5021.52,5019.15,5021.21,51.6832
2026-02-09 12:12:00,2026-02-09,12:12:00,5021.32,5021.32,5019.35,5019.36,17.1573
2026-02-09 12:13:00,2026-02-09,12:13:00,5019.36,5020.42,5019.33,5019.58,20.6979
2026-02-09 12:14:00,2026-02-09,12:14:00,5019.58,5020.90,5018.40,5020.85,26.0703
2026-02-09 12:15:00,2026-02-09,12:15:00,5020.90,5020.90,5012.62,5020.11,91.3284
2026-02-09 12:16:00,2026-02-09,12:16:00,5020.12,5020.49,5016.40,5016.50,33.9345
2026-02-09 12:17:00,2026-02-09,12:17:00,5016.50,5018.88,5016.36,5017.74,83.8199
2026-02-09 12:18:00,2026-02-09,12:18:00,5017.65,5017.65,5015.71,5016.37,58.8511
2026-02-09 12:19:00,2026-02-09,12:19:00,5016.22,5016.70,5015.08,5015.08,8.3686
2026-02-09 12:20:00,2026-02-09,12:20:00,5015.64,5018.52,5015.64,5016.00,14.7065
2026-02-09 12:21:00,2026-02-09,12:21:00,5016.00,5017.06,5012.01,5017.06,83.4740
2026-02-09 12:22:00,2026-02-09,12:22:00,5016.10,5016.11,5014.90,5015.44,28.6728
2026-02-09 12:23:00,2026-02-09,12:23:00,5015.68,5020.43,5015.68,5019.41,45.0645
2026-02-09 12:24:00,2026-02-09,12:24:00,5019.41,5022.96,5019.40,5022.44,146.0626
2026-02-09 12:25:00,2026-02-09,12:25:00,5022.84,5026.92,5022.84,5024.57,346.8374
2026-02-09 12:26:00,2026-02-09,12:26:00,5024.33,5024.81,5022.96,5024.18,69.9350
2026-02-09 12:27:00,2026-02-09,12:27:00,5024.16,5024.16,5022.20,5023.86,93.7435
2026-02-09 12:28:00,2026-02-09,12:28:00,5023.86,5025.44,5023.86,5024.63,103.1623
2026-02-09 12:29:00,2026-02-09,12:29:00,5024.63,5024.63,5023.05,5024.63,41.0510
2026-02-09 12:30:00,2026-02-09,12:30:00,5024.62,5028.62,5022.71,5027.92,150.8503
2026-02-09 12:31:00,2026-02-09,12:31:00,5027.16,5030.90,5026.18,5028.28,216.0516
2026-02-09 12:32:00,2026-02-09,12:32:00,5028.28,5028.36,5025.68,5027.60,45.5975
2026-02-09 12:33:00,2026-02-09,12:33:00,5026.38,5029.31,5026.03,5028.65,28.9894
2026-02-09 12:34:00,2026-02-09,12:34:00,5028.42,5028.42,5022.99,5023.67,55.3650
2026-02-09 12:35:00,2026-02-09,12:35:00,5023.68,5024.72,5023.06,5024.46,33.1461
2026-02-09 12:36:00,2026-02-09,12:36:00,5024.46,5024.46,5022.92,5023.96,40.5191
2026-02-09 12:37:00,2026-02-09,12:37:00,5023.20,5023.20,5018.86,5018.86,76.4563
